0.000000 1.000000 1.000000
0.006283 0.999980 0.999980
0.012566 0.999921 0.999921
0.018850 0.999822 0.999822
0.025133 0.999684 0.999684
0.031416 0.999507 0.999507
0.037699 0.999289 0.999289
0.043982 0.999033 0.999033
0.050265 0.998737 0.998737
0.056549 0.998402 0.998402
0.062832 0.998027 0.998027
0.069115 0.997613 0.997613
0.075398 0.997159 0.997159
0.081681 0.996666 0.996666
0.087965 0.996134 0.996134
0.094248 0.995562 0.995562
0.100531 0.994951 0.994951
0.106814 0.994301 0.994301
0.113097 0.993611 0.993611
0.119381 0.992883 0.992883
0.125664 0.992115 0.992115
0.131947 0.991308 0.991308
0.138230 0.990461 0.990461
0.144513 0.989576 0.989576
0.150796 0.988652 0.988652
0.157080 0.987688 0.987688
0.163363 0.986686 0.986686
0.169646 0.985645 0.985645
0.175929 0.984564 0.984564
0.182212 0.983445 0.983445
0.188496 0.982287 0.982287
0.194779 0.981091 0.981091
0.201062 0.979855 0.979855
0.207345 0.978581 0.978581
0.213628 0.977268 0.977268
0.219911 0.975917 0.975917
0.226195 0.974527 0.974527
0.232478 0.973099 0.973099
0.238761 0.971632 0.971632
0.245044 0.970127 0.970127
0.251327 0.968583 0.968583
0.257611 0.967001 0.967001
0.263894 0.965382 0.965382
0.270177 0.963724 0.963724
0.276460 0.962028 0.962028
0.282743 0.960294 0.960294
0.289027 0.958522 0.958522
0.295310 0.956712 0.956712
0.301593 0.954865 0.954865
0.307876 0.952979 0.952979
0.314159 0.951057 0.951057
0.320442 0.949096 0.949096
0.326726 0.947098 0.947098
0.333009 0.945063 0.945063
0.339292 0.942991 0.942991
0.345575 0.940881 0.940881
0.351858 0.938734 0.938734
0.358142 0.936550 0.936550
0.364425 0.934329 0.934329
0.370708 0.932071 0.932071
0.376991 0.929776 0.929776
0.383274 0.927445 0.927445
0.389557 0.925077 0.925077
0.395841 0.922673 0.922673
0.402124 0.920232 0.920232
0.408407 0.917755 0.917755
0.414690 0.915241 0.915241
0.420973 0.912692 0.912692
0.427257 0.910106 0.910106
0.433540 0.907484 0.907484
0.439823 0.904827 0.904827
0.446106 0.902134 0.902134
0.452389 0.899405 0.899405
0.458673 0.896641 0.896641
0.464956 0.893841 0.893841
0.471239 0.891007 0.891007
0.477522 0.888136 0.888136
0.483805 0.885231 0.885231
0.490088 0.882291 0.882291
0.496372 0.879316 0.879316
0.502655 0.876307 0.876307
0.508938 0.873262 0.873262
0.515221 0.870184 0.870184
0.521504 0.867071 0.867071
0.527788 0.863923 0.863923
0.534071 0.860742 0.860742
0.540354 0.857527 0.857527
0.546637 0.854277 0.854277
0.552920 0.850994 0.850994
0.559203 0.847678 0.847678
0.565487 0.844328 0.844328
0.571770 0.840945 0.840945
0.578053 0.837528 0.837528
0.584336 0.834078 0.834078
0.590619 0.830596 0.830596
0.596903 0.827081 0.827081
0.603186 0.823533 0.823533
0.609469 0.819952 0.819952
0.615752 0.816339 0.816339
0.622035 0.812694 0.812694
0.628319 0.809017 0.809017
0.634602 0.805308 0.805308
0.640885 0.801567 0.801567
0.647168 0.797794 0.797794
0.653451 0.793990 0.793990
0.659734 0.790155 0.790155
0.666018 0.786288 0.786288
0.672301 0.782391 0.782391
0.678584 0.778462 0.778462
0.684867 0.774503 0.774503
0.691150 0.770513 0.770513
0.697434 0.766493 0.766493
0.703717 0.762443 0.762443
0.710000 0.758362 0.758362
0.716283 0.754251 0.754251
0.722566 0.750111 0.750111
0.728849 0.745941 0.745941
0.735133 0.741742 0.741742
0.741416 0.737513 0.737513
0.747699 0.733255 0.733255
0.753982 0.728969 0.728969
0.760265 0.724653 0.724653
0.766549 0.720309 0.720309
0.772832 0.715936 0.715936
0.779115 0.711536 0.711536
0.785398 0.707107 0.707107
0.791681 0.702650 0.702650
0.797965 0.698165 0.698165
0.804248 0.693653 0.693653
0.810531 0.689114 0.689114
0.816814 0.684547 0.684547
0.823097 0.679953 0.679953
0.829380 0.675333 0.675333
0.835664 0.670686 0.670686
0.841947 0.666012 0.666012
0.848230 0.661312 0.661312
0.854513 0.656586 0.656586
0.860796 0.651834 0.651834
0.867080 0.647056 0.647056
0.873363 0.642253 0.642253
0.879646 0.637424 0.637424
0.885929 0.632570 0.632570
0.892212 0.627691 0.627691
0.898495 0.622788 0.622788
0.904779 0.617860 0.617860
0.911062 0.612907 0.612907
0.917345 0.607930 0.607930
0.923628 0.602930 0.602930
0.929911 0.597905 0.597905
0.936195 0.592857 0.592857
0.942478 0.587785 0.587785
0.948761 0.582690 0.582690
0.955044 0.577573 0.577573
0.961327 0.572432 0.572432
0.967611 0.567269 0.567269
0.973894 0.562083 0.562083
0.980177 0.556876 0.556876
0.986460 0.551646 0.551646
0.992743 0.546394 0.546394
0.999026 0.541121 0.541121
1.005310 0.535827 0.535827
1.011593 0.530511 0.530511
1.017876 0.525175 0.525175
1.024159 0.519817 0.519817
1.030442 0.514440 0.514440
1.036726 0.509041 0.509041
1.043009 0.503623 0.503623
1.049292 0.498185 0.498185
1.055575 0.492727 0.492727
1.061858 0.487250 0.487250
1.068142 0.481754 0.481754
1.074425 0.476238 0.476238
1.080708 0.470704 0.470704
1.086991 0.465151 0.465151
1.093274 0.459580 0.459580
1.099557 0.453990 0.453990
1.105841 0.448383 0.448383
1.112124 0.442758 0.442758
1.118407 0.437116 0.437116
1.124690 0.431456 0.431456
1.130973 0.425779 0.425779
1.137257 0.420086 0.420086
1.143540 0.414376 0.414376
1.149823 0.408649 0.408649
1.156106 0.402906 0.402906
1.162389 0.397148 0.397148
1.168672 0.391374 0.391374
1.174956 0.385584 0.385584
1.181239 0.379779 0.379779
1.187522 0.373959 0.373959
1.193805 0.368125 0.368125
1.200088 0.362275 0.362275
1.206372 0.356412 0.356412
1.212655 0.350534 0.350534
1.218938 0.344643 0.344643
1.225221 0.338738 0.338738
1.231504 0.332820 0.332820
1.237788 0.326888 0.326888
1.244071 0.320944 0.320944
1.250354 0.314987 0.314987
1.256637 0.309017 0.309017
1.262920 0.303035 0.303035
1.269203 0.297042 0.297042
1.275487 0.291036 0.291036
1.281770 0.285019 0.285019
1.288053 0.278991 0.278991
1.294336 0.272952 0.272952
1.300619 0.266902 0.266902
1.306903 0.260842 0.260842
1.313186 0.254771 0.254771
1.319469 0.248690 0.248690
1.325752 0.242599 0.242599
1.332035 0.236499 0.236499
1.338318 0.230389 0.230389
1.344602 0.224271 0.224271
1.350885 0.218143 0.218143
1.357168 0.212007 0.212007
1.363451 0.205863 0.205863
1.369734 0.199710 0.199710
1.376018 0.193549 0.193549
1.382301 0.187381 0.187381
1.388584 0.181206 0.181206
1.394867 0.175023 0.175023
1.401150 0.168833 0.168833
1.407434 0.162637 0.162637
1.413717 0.156434 0.156434
1.420000 0.150226 0.150226
1.426283 0.144011 0.144011
1.432566 0.137790 0.137790
1.438849 0.131564 0.131564
1.445133 0.125333 0.125333
1.451416 0.119097 0.119097
1.457699 0.112856 0.112856
1.463982 0.106611 0.106611
1.470265 0.100362 0.100362
1.476549 0.094108 0.094108
1.482832 0.087851 0.087851
1.489115 0.081591 0.081591
1.495398 0.075327 0.075327
1.501681 0.069060 0.069060
1.507964 0.062791 0.062791
1.514248 0.056519 0.056519
1.520531 0.050244 0.050244
1.526814 0.043968 0.043968
1.533097 0.037690 0.037690
1.539380 0.031411 0.031411
1.545664 0.025130 0.025130
1.551947 0.018848 0.018848
1.558230 0.012566 0.012566
1.564513 0.006283 0.006283
1.570796 -0.000000 -0.000000
1.577080 -0.006283 -0.006283
1.583363 -0.012566 -0.012566
1.589646 -0.018848 -0.018848
1.595929 -0.025130 -0.025130
1.602212 -0.031411 -0.031411
1.608495 -0.037690 -0.037690
1.614779 -0.043968 -0.043968
1.621062 -0.050244 -0.050244
1.627345 -0.056519 -0.056519
1.633628 -0.062791 -0.062791
1.639911 -0.069060 -0.069060
1.646195 -0.075327 -0.075327
1.652478 -0.081591 -0.081591
1.658761 -0.087851 -0.087851
1.665044 -0.094108 -0.094108
1.671327 -0.100362 -0.100362
1.677610 -0.106611 -0.106611
1.683894 -0.112856 -0.112856
1.690177 -0.119097 -0.119097
1.696460 -0.125333 -0.125333
1.702743 -0.131564 -0.131564
1.709026 -0.137790 -0.137790
1.715310 -0.144011 -0.144011
1.721593 -0.150226 -0.150226
1.727876 -0.156434 -0.156434
1.734159 -0.162637 -0.162637
1.740442 -0.168833 -0.168833
1.746726 -0.175023 -0.175023
1.753009 -0.181206 -0.181206
1.759292 -0.187381 -0.187381
1.765575 -0.193549 -0.193549
1.771858 -0.199710 -0.199710
1.778141 -0.205863 -0.205863
1.784425 -0.212007 -0.212007
1.790708 -0.218143 -0.218143
1.796991 -0.224271 -0.224271
1.803274 -0.230389 -0.230389
1.809557 -0.236499 -0.236499
1.815841 -0.242599 -0.242599
1.822124 -0.248690 -0.248690
1.828407 -0.254771 -0.254771
1.834690 -0.260842 -0.260842
1.840973 -0.266902 -0.266902
1.847256 -0.272952 -0.272952
1.853540 -0.278991 -0.278991
1.859823 -0.285019 -0.285019
1.866106 -0.291036 -0.291036
1.872389 -0.297042 -0.297042
1.878672 -0.303035 -0.303035
1.884956 -0.309017 -0.309017
1.891239 -0.314987 -0.314987
1.897522 -0.320944 -0.320944
1.903805 -0.326888 -0.326888
1.910088 -0.332820 -0.332820
1.916372 -0.338738 -0.338738
1.922655 -0.344643 -0.344643
1.928938 -0.350534 -0.350534
1.935221 -0.356412 -0.356412
1.941504 -0.362275 -0.362275
1.947787 -0.368125 -0.368125
1.954071 -0.373959 -0.373959
1.960354 -0.379779 -0.379779
1.966637 -0.385584 -0.385584
1.972920 -0.391374 -0.391374
1.979203 -0.397148 -0.397148
1.985487 -0.402906 -0.402906
1.991770 -0.408649 -0.408649
1.998053 -0.414376 -0.414376
2.004336 -0.420086 -0.420086
2.010619 -0.425779 -0.425779
2.016902 -0.431456 -0.431456
2.023186 -0.437116 -0.437116
2.029469 -0.442758 -0.442758
2.035752 -0.448383 -0.448383
2.042035 -0.453990 -0.453990
2.048318 -0.459580 -0.459580
2.054602 -0.465151 -0.465151
2.060885 -0.470704 -0.470704
2.067168 -0.476238 -0.476238
2.073451 -0.481754 -0.481754
2.079734 -0.487250 -0.487250
2.086018 -0.492727 -0.492727
2.092301 -0.498185 -0.498185
2.098584 -0.503623 -0.503623
2.104867 -0.509041 -0.509041
2.111150 -0.514440 -0.514440
2.117433 -0.519817 -0.519817
2.123717 -0.525175 -0.525175
2.130000 -0.530511 -0.530511
2.136283 -0.535827 -0.535827
2.142566 -0.541121 -0.541121
2.148849 -0.546394 -0.546394
2.155133 -0.551646 -0.551646
2.161416 -0.556876 -0.556876
2.167699 -0.562083 -0.562083
2.173982 -0.567269 -0.567269
2.180265 -0.572432 -0.572432
2.186548 -0.577573 -0.577573
2.192832 -0.582690 -0.582690
2.199115 -0.587785 -0.587785
2.205398 -0.592857 -0.592857
2.211681 -0.597905 -0.597905
2.217964 -0.602930 -0.602930
2.224248 -0.607930 -0.607930
2.230531 -0.612907 -0.612907
2.236814 -0.617860 -0.617860
2.243097 -0.622788 -0.622788
2.249380 -0.627691 -0.627691
2.255664 -0.632570 -0.632570
2.261947 -0.637424 -0.637424
2.268230 -0.642253 -0.642253
2.274513 -0.647056 -0.647056
2.280796 -0.651834 -0.651834
2.287079 -0.656586 -0.656586
2.293363 -0.661312 -0.661312
2.299646 -0.666012 -0.666012
2.305929 -0.670686 -0.670686
2.312212 -0.675333 -0.675333
2.318495 -0.679953 -0.679953
2.324779 -0.684547 -0.684547
2.331062 -0.689114 -0.689114
2.337345 -0.693653 -0.693653
2.343628 -0.698165 -0.698165
2.349911 -0.702650 -0.702650
2.356194 -0.707107 -0.707107
